week	min_temp	max_temp	rainfall_in	humidity	acidity	sunlight_exposure	elevation	experience	size_of_farm	technique	pests	natural_disaster_occurance	disease	success
26	54	73	37.17	70.87	10.57	11.41	3019.3596649543	10	12.69	machines	low	true	false	true
51	49	69	42.16	65.98	10.71	13.48	1090.5067298888	8	14.68	hand	low	true	false	false
25	29	38	37.9	32.78	10.16	12.34	5164.4390978942	12	17.05	hand	high	true	false	false
10	53	54	42.06	51.92	6.84	14.02	4572.9634426852	9	15.23	hand	low	false	true	true
43	65	81	29.02	59.5	8.91	11.53	2546.5933725525	11	20.02	hand	moderate	true	true	true
21	15	33	42.06	45.86	11.37	15.73	415.3913710288	7	18.88	machines	low	true	false	false
32	47	54	36.57	22.27	10.53	12.99	1293.1652018776	3	15.28	hand	low	false	false	true
47	87	101	29.07	53.39	9.93	16.45	5362.1431786086	10	18.59	machines	low	false	false	false
4	97	102	30.21	51.67	7.19	10.06	559.3371115793	7	23.18	machines	low	false	false	true
43	-11	9	37.15	59.09	8.18	11.18	5504.690575639	10	14.12	machines	high	false	true	false
45	86	96	45.16	28.62	10.34	12.95	2763.3958701333	5	13.99	machines	moderate	true	false	false
41	67	82	39.11	33.29	10.76	15.21	157.6784596285	6	15.79	hand	moderate	false	true	false
4	101	120	39.44	46.2	11.12	11.29	1807.7066404388	14	21.16	machines	low	false	false	false
13	-10	9	31.11	64.49	12.82	11.49	14097.6113095214	16	19.58	hand	low	false	false	false
42	15	33	30.49	56.26	9.54	12.76	2991.5922537992	11	21.47	machines	low	false	true	true
9	42	51	26.4	22.02	6.24	10.53	4817.309753932	7	17.01	hand	low	false	true	true
31	30	40	36.97	56.83	11.01	13.92	942.4411176601	10	23.56	hand	moderate	true	true	true
45	100	120	32.72	31.53	12.56	9.95	10749.4964226569	7	21.91	hand	moderate	false	true	false
2	5	11	40.33	58.72	8.31	17.43	2734.5300132858	10	19.4	machines	high	true	true	false
52	-3	-2	36.49	57.68	10.74	14.66	5163.392474979	5	28.11	hand	high	false	true	true
13	90	104	38.64	57.07	9.54	12.42	774.0334071371	14	20.41	hand	low	false	true	true
3	77	89	41.03	25.72	10.01	8.66	731.615428478	9	23.36	hand	high	false	false	true
44	47	63	35.73	50.19	12.87	15.48	11015.55187053	9	24.16	hand	high	false	true	true
21	-14	-14	42.14	26.09	9.89	1.43	7330.6026961418	14	13.69	hand	moderate	true	true	true
42	47	64	35.26	64.26	13.53	11.81	7646.3625553708	6	26.89	machines	high	true	false	true
9	-20	-11	27.09	35.2	10.76	16.07	463.8895181246	7	24.2	hand	low	true	true	true
46	-2	12	38.14	55.35	14.42	2.2	1822.3856388276	9	22.37	hand	moderate	true	false	true
37	39	40	38.45	40.28	11.99	11.13	9291.9452385355	16	28.2	machines	high	true	true	true
28	21	34	29.95	62.8	11.17	13.68	870.5719943751	11	12.8	hand	low	true	true	true
14	-8	2	44.32	38.36	11.39	10.96	1843.0786039661	17	28.75	hand	low	false	true	true
20	66	79	31.16	66.62	8.67	13.73	8629.558355143	13	24.9	hand	moderate	true	false	false
20	68	84	39.36	53.52	11.5	9.72	11487.0763076878	8	14.81	hand	high	false	false	false
6	82	95	35.4	53.68	10.08	18.72	9793.0887058007	14	24.97	machines	high	false	false	false
47	43	53	36.01	37.16	11.51	7.89	1071.6825372661	6	21.56	hand	moderate	false	false	false
12	88	105	32.66	35.5	7.95	5.8	246.0710036454	8	20.92	hand	high	false	false	false
11	53	67	38.75	50.85	7.72	5.65	723.4137077683	10	26.58	machines	low	true	false	false
44	-10	9	34.76	31.65	13.91	11.91	3985.1134549459	18	20.79	hand	low	false	false	false
33	87	88	32.49	32.69	6.42	9.88	5292.1730716952	8	26.62	machines	low	false	true	false
13	26	41	38.29	48.16	10.39	15.34	1807.0447943965	6	16.29	hand	moderate	false	true	false
1	30	34	45.87	5.01	11.03	12.76	4355.6460416375	14	21.21	machines	moderate	true	true	false
15	0	3	36.6	58.56	8.87	14.16	888.333498153	6	27.31	hand	high	false	true	true
49	75	85	26.79	59.01	7.79	10.79	2602.6209592625	14	22.83	hand	high	true	true	false
39	89	98	29.24	60.46	10.48	10.73	10202.6129611841	5	15.86	machines	low	false	true	true
50	-10	2	35.11	77.98	10.29	2.85	4345.4651273178	10	19.64	machines	low	false	false	true
14	66	73	41.39	74.44	9.11	10.72	12879.4999119816	11	21.87	hand	moderate	true	true	true
11	-2	14	38.77	55.33	6.02	20.67	7457.8218458862	9	22.08	machines	low	false	true	true
38	-19	-2	39.89	51.42	13.77	16.85	2704.7334373673	9	12.39	hand	low	false	false	true
16	-2	17	40.53	65.08	9.99	20.01	611.6592017384	13	21.5	machines	moderate	true	false	true
38	103	119	42.33	49.42	9.41	8.97	23110.2341553575	13	22.01	hand	moderate	false	false	true
10	83	86	36.29	56.47	11.27	8.37	356.9692890578	12	16.22	machines	low	true	false	false
9	76	79	36.89	17.14	8.87	17.12	2875.4896868589	12	19.37	machines	low	false	true	false
1	51	57	38.21	27.73	7.32	10.74	1550.737194363	9	20.78	machines	high	false	true	false
8	-7	0	44.05	33.31	5.5	9.94	993.1285745062	10	25.71	hand	moderate	false	false	false
28	-20	-15	33.6	42.86	9.01	11.86	7819.2752711589	14	24.43	hand	high	false	false	true
50	68	88	37.84	40.71	11.61	5.83	11440.8815409869	11	25.12	hand	low	true	false	false
26	77	77	28.08	63.6	10.84	7.88	409.7465347597	12	20.7	hand	low	false	true	true
3	36	38	34.64	46.68	11.58	14.18	914.2215359279	16	21.59	machines	low	true	true	true
50	22	41	34.99	24.81	8.86	13.17	14927.5027342772	6	15.05	hand	moderate	true	true	true
23	-2	8	40.62	63.39	11.74	13.81	2705.2600732484	9	16.19	machines	moderate	false	false	true
19	89	99	35.59	58.76	11.74	13.27	4089.8489769451	11	29.11	machines	low	true	true	true
46	45	53	35.16	48.26	12.77	4.29	356.3602139751	7	23.72	machines	low	true	false	false
46	-16	-9	41.13	63.03	9.98	10.87	368.2894880887	9	25.35	hand	high	true	false	true
19	109	111	35.95	51.74	10.07	11.78	299.4564883471	16	12.97	machines	high	true	true	true
10	22	22	40.5	54.14	13.18	14.99	1620.8942432195	5	14.09	hand	high	false	true	true
11	67	84	30.54	66.28	7.78	13.04	2043.5789387993	4	18.72	machines	low	false	false	true
49	24	38	37.03	28.63	9.95	19.98	650.7567590151	6	12.8	machines	low	false	false	true
9	84	91	38.07	72.68	9.77	19.17	1587.1595044911	17	20.6	machines	high	false	true	true
32	-14	1	36.4	34.78	10.51	17.98	1370.6925439113	7	19.76	machines	high	false	false	false
2	-13	-5	45.5	72.47	9.4	15.08	5002.4964695979	11	20.9	hand	low	true	false	true
19	-4	16	39.82	52.15	10.76	14.76	4404.2846556539	10	14.55	machines	low	true	false	true
47	54	64	41.98	47.02	10.82	15.41	5400.7168239414	14	20.55	hand	high	false	true	true
28	82	82	34.47	41.45	9.86	12.84	1695.1135522546	7	21.58	hand	high	false	false	true
39	29	45	39.94	54.8	12.27	11.2	4237.7181061126	10	17.07	machines	moderate	true	false	true
1	71	85	35.13	41.25	14.71	16.93	11221.7554531102	6	10.16	machines	low	false	false	false
24	48	60	37.61	55.46	9.86	11.92	9574.4070216186	8	21.15	hand	low	true	false	true
16	74	88	38.15	52.21	11.39	9.37	5186.4284475183	4	20.74	hand	moderate	true	true	false
39	47	59	32.6	28.33	8.51	4.48	986.8923599191	6	13.55	machines	low	false	true	true
8	85	86	42.58	52.4	9.71	0.34	6399.3599063467	11	23.16	hand	low	true	false	true
30	41	47	41.68	63.25	10.21	14.88	8386.1928312335	13	19.71	hand	moderate	false	true	false
43	65	68	35.55	39.29	9.85	11.1	4146.9368299738	14	17.51	hand	high	false	true	false
45	48	54	41.29	55.84	8.75	18.93	4817.6720898134	9	17.77	hand	low	true	true	true
48	14	33	42.89	34.98	13.04	12.61	6142.4555232467	7	18.1	hand	low	true	false	true
4	61	61	40.79	29.53	8.08	11.8	1165.5078334539	6	19.06	hand	moderate	false	false	true
12	81	82	41.13	39.2	8.67	11.39	1812.7570906588	11	20.22	machines	moderate	false	false	false
45	-8	0	35.17	42.0	9.4	10.06	834.9038666538	11	23.06	machines	moderate	true	false	false
29	15	17	28.87	48.04	8.7	11.15	858.3701701975	8	16.72	hand	moderate	true	false	true
37	55	65	41.2	59.11	10.76	11.26	9199.0380341791	14	18.14	machines	moderate	false	true	true
31	39	52	40.54	41.73	9.74	11.37	3430.686633234	11	17.95	hand	high	true	true	true
5	71	89	36.46	30.72	10.03	8.76	2020.9968519971	8	25.27	hand	high	true	true	true
42	4	5	39.17	36.59	11.36	10.9	1516.7633964097	9	22.16	hand	high	false	false	false
12	103	118	27.23	40.6	8.96	6.39	1480.7600095225	9	12.75	machines	moderate	false	false	true
49	-20	-2	32.92	67.42	9.73	15.02	13028.3864598174	11	20.16	machines	low	true	true	true
12	2	8	42.45	79.1	9.39	4.89	972.098846429	13	20.87	hand	moderate	false	false	true
50	16	16	32.82	25.75	9.93	10.4	436.6815489901	9	21.15	machines	moderate	false	false	false
44	103	114	31.94	43.99	10.05	11.2	974.2951758889	12	19.25	hand	low	true	false	true
37	12	29	44.56	47.73	11.37	13.0	3897.3748966649	14	18.39	hand	low	false	true	true
27	67	80	41.68	58.92	9.25	11.69	6137.2597224555	7	22.51	hand	high	false	false	false
31	57	77	39.91	33.95	13.4	14.14	1248.1085031037	12	26.28	machines	moderate	true	true	false
43	62	70	38.74	55.98	11.4	13.19	4230.8526637701	13	18.44	machines	moderate	true	true	true
32	32	33	29.93	49.83	6.67	7.01	8809.8865344082	5	23.07	hand	low	false	false	false
1	47	56	39.61	24.49	12.33	10.9	336.9484230907	5	26.8	hand	low	true	true	false
51	82	88	39.49	56.17	10.13	14.97	698.651892212	14	22.66	hand	high	true	false	true
26	65	82	32.02	59.7	11.81	10.5	3330.4540320165	13	17.75	machines	low	false	false	false
47	31	51	32.42	48.88	9.13	13.08	4170.4052100008	4	21.65	machines	low	true	false	true
12	17	29	36.11	34.04	10.23	12.23	550.0547704713	10	24.57	machines	low	false	true	true
19	63	63	40.77	30.38	9.61	3.22	2134.2232024823	9	16.2	hand	moderate	false	false	true
23	103	103	51.36	51.09	9.01	5.84	6672.8289028486	8	23.14	hand	moderate	false	true	false
21	18	30	32.59	54.5	9.59	5.98	1317.6192564317	9	18.26	hand	low	false	true	true
45	30	34	31.71	37.57	7.76	4.54	2618.5855545416	10	14.22	hand	moderate	false	false	false
3	-10	-3	37.98	67.24	10.3	10.41	1367.719916626	7	10.05	machines	moderate	false	false	false
37	64	76	31.01	61.11	8.11	17.93	581.7250350381	6	17.1	machines	low	false	true	true
6	-3	-2	36.35	42.83	12.82	9.16	261.2497858878	10	19.46	machines	low	false	false	true
6	47	53	31.51	57.46	8.7	9.69	2041.9735087954	6	16.25	hand	moderate	false	false	false
17	-1	6	35.24	40.68	9.8	9.21	1155.9197872647	10	21.74	machines	high	true	false	false
41	58	64	34.09	62.18	11.32	10.33	796.5292137441	8	12.42	machines	high	true	true	true
42	76	89	34.92	31.12	7.47	14.58	1171.0857571046	5	25.61	hand	low	true	true	true
28	36	53	36.44	57.2	12.13	11.02	12544.4105235374	19	17.76	machines	low	true	false	true
25	59	66	45.92	62.14	8.41	10.08	10360.2343183034	7	18.98	machines	moderate	false	false	true
47	60	64	39.22	63.52	10.43	7.48	2237.1509848953	13	21.55	machines	high	false	false	true
51	69	76	37.92	25.23	8.37	6.69	3652.7537493223	7	15.13	hand	low	true	true	false
21	35	47	39.03	40.33	11.9	19.9	1507.5606736337	7	21.67	machines	low	true	false	false
48	98	102	37.91	73.06	9.08	9.06	4332.1653980237	8	14.79	machines	high	true	false	true
21	53	71	39.41	49.91	13.07	22.03	966.4236050502	10	22.45	hand	high	false	true	false
7	42	51	36.56	57.96	9.54	10.94	1491.9909964706	11	18.05	machines	low	false	true	true
